epoch	batch	iter	loss	prec1	prec5	lr
22	65	2270	1.2948194742202759	100.0	100.0	0.04
22	66	2271	1.9400430917739868	93.75	100.0	0.04
22	67	2272	1.0350518226623535	93.75	100.0	0.04
22	68	2273	0.5250570178031921	100.0	100.0	0.04
22	69	2274	1.1500074863433838	87.5	100.0	0.04
22	70	2275	1.6132105588912964	93.75	100.0	0.04
22	71	2276	0.7113629579544067	100.0	100.0	0.04
22	72	2277	1.1620666980743408	100.0	100.0	0.04
22	73	2278	0.9368379712104797	100.0	100.0	0.04
22	74	2279	0.7615035176277161	100.0	100.0	0.04
22	75	2280	1.113918423652649	100.0	100.0	0.04
22	76	2281	1.0814062356948853	100.0	100.0	0.04
22	77	2282	2.308621406555176	75.0	100.0	0.04
22	78	2283	2.0824899673461914	87.5	100.0	0.04
22	79	2284	0.8782528042793274	100.0	100.0	0.04
22	80	2285	0.2891325354576111	100.0	100.0	0.04
22	81	2286	0.900303065776825	100.0	100.0	0.04
22	82	2287	1.1280616521835327	93.75	100.0	0.04
22	83	2288	1.2701401710510254	100.0	100.0	0.04
22	84	2289	0.520297646522522	100.0	100.0	0.04
22	85	2290	0.8515764474868774	100.0	100.0	0.04
22	86	2291	1.350705862045288	93.75	100.0	0.04
22	87	2292	1.3626879453659058	100.0	100.0	0.04
22	88	2293	1.1128350496292114	93.75	100.0	0.04
22	89	2294	0.7249847054481506	100.0	100.0	0.04
22	90	2295	0.8631976842880249	93.75	100.0	0.04
22	91	2296	0.7871062159538269	100.0	100.0	0.04
22	92	2297	0.7733750343322754	100.0	100.0	0.04
22	93	2298	1.1165919303894043	100.0	100.0	0.04
22	94	2299	0.8274179100990295	93.75	100.0	0.04
22	95	2300	0.8396150469779968	100.0	100.0	0.04
22	96	2301	0.9897310733795166	93.75	100.0	0.04
22	97	2302	1.926241397857666	100.0	100.0	0.04
22	98	2303	1.110979437828064	93.75	100.0	0.04
22	99	2304	0.9146643877029419	93.75	100.0	0.04
22	100	2305	1.7260429859161377	81.25	100.0	0.04
22	101	2306	0.70833820104599	100.0	100.0	0.04
22	102	2307	1.6584821939468384	87.5	100.0	0.04
22	103	2308	0.5259138941764832	100.0	100.0	0.04
22	104	2309	0.8945167660713196	100.0	100.0	0.04
22	105	2310	0.6245799660682678	100.0	100.0	0.04
23	1	2311	1.5040194988250732	100.0	100.0	0.04
23	2	2312	0.66557377576828	100.0	100.0	0.04
23	3	2313	0.8231533169746399	93.75	100.0	0.04
23	4	2314	0.7821232676506042	93.75	100.0	0.04
23	5	2315	0.8281291127204895	93.75	100.0	0.04
23	6	2316	0.844972550868988	100.0	100.0	0.04
23	7	2317	0.6657665371894836	100.0	100.0	0.04
23	8	2318	0.6293588280677795	100.0	100.0	0.04
23	9	2319	0.8243125081062317	93.75	100.0	0.04
23	10	2320	0.8134124279022217	100.0	100.0	0.04
23	11	2321	0.5639575719833374	100.0	100.0	0.04
23	12	2322	0.9858444929122925	93.75	100.0	0.04
23	13	2323	0.9970072507858276	100.0	100.0	0.04
23	14	2324	0.7926291823387146	100.0	100.0	0.04
23	15	2325	0.6481018662452698	100.0	100.0	0.04
23	16	2326	1.2658512592315674	93.75	100.0	0.04
23	17	2327	0.9682770371437073	100.0	100.0	0.04
23	18	2328	0.6597818732261658	100.0	100.0	0.04
23	19	2329	1.1763721704483032	93.75	100.0	0.04
23	20	2330	1.329542875289917	93.75	100.0	0.04
23	21	2331	0.5195595622062683	100.0	100.0	0.04
23	22	2332	0.4250688850879669	100.0	100.0	0.04
23	23	2333	0.9212527275085449	87.5	100.0	0.04
23	24	2334	1.2817776203155518	93.75	100.0	0.04
23	25	2335	0.9207514524459839	100.0	100.0	0.04
23	26	2336	0.5291449427604675	100.0	100.0	0.04
23	27	2337	0.6423271894454956	100.0	100.0	0.04
23	28	2338	1.4730345010757446	93.75	100.0	0.04
23	29	2339	0.4959540367126465	100.0	100.0	0.04
23	30	2340	0.9923255443572998	100.0	100.0	0.04
23	31	2341	1.9600574970245361	87.5	100.0	0.04
23	32	2342	0.6470770835876465	100.0	100.0	0.04
23	33	2343	0.8750603795051575	100.0	100.0	0.04
23	34	2344	0.8071335554122925	100.0	100.0	0.04
23	35	2345	1.0334811210632324	100.0	100.0	0.04
23	36	2346	1.3590999841690063	87.5	100.0	0.04
23	37	2347	1.183232069015503	100.0	100.0	0.04
23	38	2348	0.8037731051445007	100.0	100.0	0.04
23	39	2349	1.9570845365524292	93.75	100.0	0.04
23	40	2350	1.1693450212478638	93.75	100.0	0.04
23	41	2351	0.730018675327301	100.0	100.0	0.04
23	42	2352	1.1778099536895752	100.0	100.0	0.04
23	43	2353	0.7074797749519348	100.0	100.0	0.04
23	44	2354	0.9965260028839111	100.0	100.0	0.04
23	45	2355	0.6779323816299438	93.75	100.0	0.04
23	46	2356	0.7894713282585144	93.75	100.0	0.04
23	47	2357	1.9457846879959106	87.5	100.0	0.04
23	48	2358	1.8273134231567383	93.75	100.0	0.04
23	49	2359	0.4977608621120453	100.0	100.0	0.04
23	50	2360	0.6049889922142029	100.0	100.0	0.04
23	51	2361	0.9512505531311035	100.0	100.0	0.04
23	52	2362	2.186582088470459	87.5	100.0	0.04
23	53	2363	0.9506848454475403	100.0	100.0	0.04
23	54	2364	2.4382996559143066	93.75	100.0	0.04
23	55	2365	1.1305649280548096	100.0	100.0	0.04
23	56	2366	0.9316121339797974	93.75	100.0	0.04
23	57	2367	0.6085866689682007	100.0	100.0	0.04
23	58	2368	1.656358003616333	93.75	100.0	0.04
23	59	2369	1.0869947671890259	100.0	100.0	0.04
23	60	2370	0.9834527969360352	100.0	100.0	0.04
23	61	2371	0.6421814560890198	100.0	100.0	0.04
23	62	2372	0.7183423638343811	100.0	100.0	0.04
23	63	2373	1.1424884796142578	100.0	100.0	0.04
23	64	2374	0.8473146557807922	100.0	100.0	0.04
23	65	2375	1.0615872144699097	93.75	100.0	0.04
23	66	2376	0.8033873438835144	100.0	100.0	0.04
23	67	2377	0.8575998544692993	100.0	100.0	0.04
23	68	2378	1.4357105493545532	93.75	100.0	0.04
23	69	2379	0.802581787109375	100.0	100.0	0.04
23	70	2380	0.8816468119621277	93.75	100.0	0.04
23	71	2381	0.7719302773475647	100.0	100.0	0.04
23	72	2382	0.46888163685798645	100.0	100.0	0.04
23	73	2383	1.2202454805374146	93.75	100.0	0.04
23	74	2384	0.5074353814125061	100.0	100.0	0.04
23	75	2385	0.7178473472595215	100.0	100.0	0.04
23	76	2386	0.36142903566360474	100.0	100.0	0.04
23	77	2387	1.0823793411254883	100.0	100.0	0.04
23	78	2388	0.9597548842430115	93.75	100.0	0.04
23	79	2389	0.6166403293609619	100.0	100.0	0.04
23	80	2390	0.5597099661827087	100.0	100.0	0.04
23	81	2391	0.7108954191207886	100.0	100.0	0.04
23	82	2392	0.8990013003349304	100.0	100.0	0.04
23	83	2393	1.2294466495513916	100.0	100.0	0.04
23	84	2394	1.3614462614059448	100.0	100.0	0.04
23	85	2395	0.8659542202949524	100.0	100.0	0.04
23	86	2396	0.45814502239227295	100.0	100.0	0.04
23	87	2397	1.0756443738937378	100.0	100.0	0.04
23	88	2398	0.4825422763824463	100.0	100.0	0.04
23	89	2399	0.8706459403038025	100.0	100.0	0.04
23	90	2400	0.7858179807662964	87.5	100.0	0.04
23	91	2401	0.7632432579994202	87.5	100.0	0.04
23	92	2402	0.4057368338108063	100.0	100.0	0.04
23	93	2403	0.5224833488464355	100.0	100.0	0.04
23	94	2404	1.172753930091858	100.0	100.0	0.04
23	95	2405	0.8442204594612122	93.75	100.0	0.04
23	96	2406	1.440163254737854	93.75	100.0	0.04
23	97	2407	0.6417440176010132	100.0	100.0	0.04
23	98	2408	0.7157594561576843	100.0	100.0	0.04
23	99	2409	1.0903047323226929	93.75	100.0	0.04
23	100	2410	0.530816912651062	100.0	100.0	0.04
23	101	2411	1.4493422508239746	93.75	100.0	0.04
23	102	2412	0.6282560229301453	93.75	100.0	0.04
23	103	2413	1.4294689893722534	93.75	100.0	0.04
23	104	2414	0.6816148161888123	93.75	100.0	0.04
23	105	2415	0.9436823725700378	100.0	100.0	0.04
24	1	2416	1.0320510864257812	100.0	100.0	0.04
24	2	2417	0.63480144739151	100.0	100.0	0.04
24	3	2418	0.5822935104370117	100.0	100.0	0.04
24	4	2419	0.689170777797699	93.75	100.0	0.04
24	5	2420	0.6582454442977905	93.75	100.0	0.04
24	6	2421	0.584496259689331	100.0	100.0	0.04
24	7	2422	0.5846052169799805	100.0	100.0	0.04
24	8	2423	1.0230629444122314	100.0	100.0	0.04
24	9	2424	0.6193460822105408	100.0	100.0	0.04
24	10	2425	0.7370114922523499	100.0	100.0	0.04
24	11	2426	0.557351291179657	100.0	100.0	0.04
24	12	2427	0.4325365126132965	100.0	100.0	0.04
24	13	2428	0.7638860940933228	100.0	100.0	0.04
24	14	2429	0.6544848680496216	93.75	100.0	0.04
24	15	2430	0.3532521724700928	100.0	100.0	0.04
24	16	2431	1.5816453695297241	100.0	100.0	0.04
24	17	2432	1.0256856679916382	100.0	100.0	0.04
24	18	2433	1.1224232912063599	100.0	100.0	0.04
24	19	2434	1.0003125667572021	93.75	100.0	0.04
24	20	2435	0.8143916130065918	100.0	100.0	0.04
24	21	2436	0.8656960725784302	100.0	100.0	0.04
24	22	2437	0.8031440377235413	93.75	100.0	0.04
24	23	2438	2.339205741882324	87.5	100.0	0.04
24	24	2439	1.4161860942840576	100.0	100.0	0.04
24	25	2440	0.37937474250793457	100.0	100.0	0.04
24	26	2441	0.44560176134109497	100.0	100.0	0.04
24	27	2442	1.3047858476638794	87.5	100.0	0.04
24	28	2443	0.3198835253715515	93.75	100.0	0.04
24	29	2444	0.9313586354255676	93.75	100.0	0.04
24	30	2445	0.9564571976661682	100.0	100.0	0.04
24	31	2446	0.557849645614624	100.0	100.0	0.04
24	32	2447	0.509036123752594	100.0	100.0	0.04
24	33	2448	0.8697741627693176	100.0	100.0	0.04
24	34	2449	0.9778189659118652	100.0	100.0	0.04
24	35	2450	0.36826303601264954	100.0	100.0	0.04
24	36	2451	0.9112259745597839	93.75	100.0	0.04
24	37	2452	0.6439042091369629	100.0	100.0	0.04
24	38	2453	0.6144466996192932	93.75	100.0	0.04
24	39	2454	0.5980923771858215	100.0	100.0	0.04
24	40	2455	0.762710690498352	100.0	100.0	0.04
24	41	2456	1.5286405086517334	93.75	100.0	0.04
24	42	2457	0.37861254811286926	100.0	100.0	0.04
24	43	2458	0.9374805092811584	93.75	100.0	0.04
24	44	2459	0.9412997364997864	100.0	100.0	0.04
24	45	2460	1.0278624296188354	93.75	100.0	0.04
24	46	2461	0.2910500466823578	100.0	100.0	0.04
24	47	2462	0.8215733170509338	100.0	100.0	0.04
24	48	2463	1.4757742881774902	93.75	100.0	0.04
24	49	2464	0.9839903116226196	93.75	100.0	0.04
24	50	2465	1.1256219148635864	93.75	100.0	0.04
24	51	2466	1.1535255908966064	100.0	100.0	0.04
24	52	2467	1.1420483589172363	93.75	100.0	0.04
24	53	2468	0.6273666620254517	100.0	100.0	0.04
24	54	2469	1.2951077222824097	93.75	100.0	0.04
24	55	2470	0.8309825658798218	100.0	100.0	0.04
24	56	2471	1.2058680057525635	93.75	100.0	0.04
24	57	2472	1.3750464916229248	100.0	100.0	0.04
24	58	2473	0.7028198838233948	100.0	100.0	0.04
24	59	2474	0.48032325506210327	100.0	100.0	0.04
24	60	2475	0.575712263584137	93.75	100.0	0.04
24	61	2476	1.2314804792404175	100.0	100.0	0.04
24	62	2477	0.6885313987731934	93.75	100.0	0.04
24	63	2478	0.7571685314178467	100.0	100.0	0.04
24	64	2479	0.4465806484222412	100.0	100.0	0.04
24	65	2480	0.7690816521644592	100.0	100.0	0.04
24	66	2481	2.4132893085479736	93.75	100.0	0.04
24	67	2482	0.44051393866539	100.0	100.0	0.04
24	68	2483	0.5042738318443298	100.0	100.0	0.04
24	69	2484	0.5465689301490784	100.0	100.0	0.04
24	70	2485	0.6474305987358093	100.0	100.0	0.04
24	71	2486	1.3402224779129028	93.75	100.0	0.04
24	72	2487	1.6560428142547607	81.25	100.0	0.04
24	73	2488	0.6632757782936096	100.0	100.0	0.04
24	74	2489	0.7460501194000244	100.0	100.0	0.04
24	75	2490	1.060994029045105	100.0	100.0	0.04
24	76	2491	0.7524813413619995	100.0	100.0	0.04
24	77	2492	0.37790629267692566	100.0	100.0	0.04
24	78	2493	0.7169325947761536	93.75	100.0	0.04
24	79	2494	0.6765203475952148	100.0	100.0	0.04
24	80	2495	1.0566145181655884	93.75	100.0	0.04
24	81	2496	1.653509259223938	93.75	100.0	0.04
24	82	2497	0.5072850584983826	100.0	100.0	0.04
24	83	2498	0.8954936861991882	100.0	100.0	0.04
24	84	2499	1.1200283765792847	93.75	100.0	0.04
24	85	2500	0.6928405165672302	100.0	100.0	0.04
24	86	2501	1.440245270729065	93.75	100.0	0.04
24	87	2502	1.1300559043884277	87.5	100.0	0.04
24	88	2503	0.8125982284545898	93.75	100.0	0.04
24	89	2504	1.5411431789398193	93.75	100.0	0.04
24	90	2505	0.5195217728614807	100.0	100.0	0.04
24	91	2506	0.9806140065193176	93.75	100.0	0.04
24	92	2507	0.5075106024742126	100.0	100.0	0.04
24	93	2508	0.7057472467422485	100.0	100.0	0.04
24	94	2509	1.121601939201355	93.75	100.0	0.04
24	95	2510	0.47561338543891907	100.0	100.0	0.04
24	96	2511	0.8871030211448669	93.75	100.0	0.04
24	97	2512	1.0120975971221924	100.0	100.0	0.04
24	98	2513	0.5519061088562012	100.0	100.0	0.04
24	99	2514	0.8656214475631714	93.75	100.0	0.04
24	100	2515	0.8428182601928711	100.0	100.0	0.04
24	101	2516	0.6589823365211487	100.0	100.0	0.04
24	102	2517	0.5777232050895691	100.0	100.0	0.04
24	103	2518	1.094396948814392	100.0	100.0	0.04
24	104	2519	0.5839475989341736	100.0	100.0	0.04
24	105	2520	1.9375810623168945	93.75	100.0	0.04
25	1	2521	0.6977846026420593	100.0	100.0	0.04
25	2	2522	0.5116686224937439	100.0	100.0	0.04
25	3	2523	0.34801846742630005	100.0	100.0	0.04
25	4	2524	0.5111173987388611	100.0	100.0	0.04
25	5	2525	1.006662130355835	93.75	100.0	0.04
25	6	2526	0.5107492804527283	100.0	100.0	0.04
25	7	2527	0.5355402827262878	100.0	100.0	0.04
25	8	2528	2.3432092666625977	81.25	100.0	0.04
25	9	2529	1.0645173788070679	93.75	100.0	0.04
25	10	2530	0.8224378228187561	100.0	100.0	0.04
25	11	2531	0.4800889790058136	100.0	100.0	0.04
25	12	2532	0.8153840899467468	100.0	100.0	0.04
25	13	2533	0.9292755126953125	93.75	100.0	0.04
25	14	2534	1.219305396080017	93.75	100.0	0.04
25	15	2535	0.37853920459747314	100.0	100.0	0.04
25	16	2536	1.0681318044662476	93.75	100.0	0.04
25	17	2537	0.1419149935245514	100.0	100.0	0.04
25	18	2538	0.9518710374832153	100.0	100.0	0.04
25	19	2539	1.6210263967514038	87.5	100.0	0.04
25	20	2540	1.0166200399398804	100.0	100.0	0.04
25	21	2541	1.8032522201538086	93.75	100.0	0.04
25	22	2542	0.5858044028282166	100.0	100.0	0.04
25	23	2543	0.9925190806388855	93.75	100.0	0.04
25	24	2544	1.7707432508468628	93.75	100.0	0.04
25	25	2545	1.8244779109954834	93.75	100.0	0.04
25	26	2546	0.4989735782146454	100.0	100.0	0.04
25	27	2547	0.4916621744632721	100.0	100.0	0.04
25	28	2548	0.9051372408866882	100.0	100.0	0.04
25	29	2549	1.9269382953643799	87.5	100.0	0.04
25	30	2550	1.3062965869903564	93.75	100.0	0.04
25	31	2551	0.6030981540679932	100.0	100.0	0.04
25	32	2552	1.1788398027420044	93.75	100.0	0.04
25	33	2553	0.9193994402885437	100.0	100.0	0.04
25	34	2554	0.735040009021759	100.0	100.0	0.04
25	35	2555	0.8044589161872864	100.0	100.0	0.04
25	36	2556	0.45996159315109253	100.0	100.0	0.04
25	37	2557	0.6476708054542542	100.0	100.0	0.04
25	38	2558	0.6806735396385193	100.0	100.0	0.04
25	39	2559	1.0409356355667114	100.0	100.0	0.04
25	40	2560	1.099840760231018	87.5	100.0	0.04
25	41	2561	0.7227051854133606	100.0	100.0	0.04
25	42	2562	1.043322205543518	100.0	100.0	0.04
25	43	2563	0.7904667854309082	93.75	100.0	0.04
25	44	2564	1.227307677268982	100.0	100.0	0.04
25	45	2565	0.5039426684379578	100.0	100.0	0.04
25	46	2566	0.42026010155677795	100.0	100.0	0.04
25	47	2567	1.343422770500183	93.75	100.0	0.04
25	48	2568	1.4606176614761353	93.75	100.0	0.04
25	49	2569	0.9583477973937988	100.0	100.0	0.04
25	50	2570	0.5794158577919006	100.0	100.0	0.04
25	51	2571	1.023654580116272	100.0	100.0	0.04
25	52	2572	0.6388211846351624	100.0	100.0	0.04
25	53	2573	0.703443706035614	100.0	100.0	0.04
25	54	2574	0.6386584043502808	100.0	100.0	0.04
25	55	2575	0.6993754506111145	100.0	100.0	0.04
25	56	2576	1.284373164176941	93.75	100.0	0.04
25	57	2577	0.9337118268013	100.0	100.0	0.04
25	58	2578	0.852520227432251	100.0	100.0	0.04
25	59	2579	0.3527105450630188	100.0	100.0	0.04
25	60	2580	0.9477829933166504	100.0	100.0	0.04
25	61	2581	1.0581947565078735	100.0	100.0	0.04
25	62	2582	0.4424022138118744	100.0	100.0	0.04
25	63	2583	1.3079993724822998	100.0	100.0	0.04
25	64	2584	0.31975480914115906	100.0	100.0	0.04
25	65	2585	1.0055090188980103	100.0	100.0	0.04
25	66	2586	1.381649374961853	93.75	100.0	0.04
25	67	2587	1.4515389204025269	100.0	100.0	0.04
25	68	2588	2.4633681774139404	87.5	100.0	0.04
25	69	2589	1.2590745687484741	100.0	100.0	0.04
25	70	2590	1.6612896919250488	93.75	100.0	0.04
25	71	2591	0.5250455737113953	100.0	100.0	0.04
25	72	2592	0.7036685943603516	100.0	100.0	0.04
25	73	2593	0.7208530306816101	100.0	100.0	0.04
25	74	2594	0.6636833548545837	100.0	100.0	0.04
25	75	2595	0.6163268089294434	93.75	100.0	0.04
25	76	2596	0.4100257158279419	100.0	100.0	0.04
25	77	2597	0.9081441760063171	93.75	100.0	0.04
25	78	2598	0.5379824638366699	100.0	100.0	0.04
25	79	2599	0.8158462047576904	100.0	100.0	0.04
25	80	2600	0.9289845824241638	100.0	100.0	0.04
25	81	2601	0.4722282290458679	93.75	100.0	0.04
25	82	2602	0.6381509304046631	100.0	100.0	0.04
25	83	2603	1.823051929473877	81.25	100.0	0.04
25	84	2604	0.7451651692390442	100.0	100.0	0.04
25	85	2605	0.8631937503814697	93.75	100.0	0.04
25	86	2606	0.4697777330875397	100.0	100.0	0.04
25	87	2607	0.9128738641738892	100.0	100.0	0.04
25	88	2608	0.32791459560394287	100.0	100.0	0.04
25	89	2609	2.0877091884613037	100.0	100.0	0.04
25	90	2610	0.7618305087089539	100.0	100.0	0.04
25	91	2611	0.9061176776885986	93.75	100.0	0.04
25	92	2612	0.9094843864440918	100.0	100.0	0.04
25	93	2613	0.9483346343040466	100.0	100.0	0.04
25	94	2614	0.3996938169002533	100.0	100.0	0.04
25	95	2615	1.0711615085601807	100.0	100.0	0.04
25	96	2616	0.6296302676200867	100.0	100.0	0.04
25	97	2617	1.3211607933044434	93.75	100.0	0.04
25	98	2618	0.5554800629615784	100.0	100.0	0.04
25	99	2619	0.5814401507377625	100.0	100.0	0.04
25	100	2620	1.2464789152145386	93.75	100.0	0.04
25	101	2621	0.49549341201782227	100.0	100.0	0.04
25	102	2622	0.5095657706260681	93.75	100.0	0.04
25	103	2623	1.2854288816452026	93.75	100.0	0.04
25	104	2624	0.7354021072387695	93.75	100.0	0.04
25	105	2625	0.5580458641052246	100.0	100.0	0.04
26	1	2626	0.4641622006893158	100.0	100.0	0.04
26	2	2627	0.30079084634780884	100.0	100.0	0.04
26	3	2628	0.9813315868377686	93.75	100.0	0.04
26	4	2629	0.741828441619873	100.0	100.0	0.04
26	5	2630	0.7546825408935547	93.75	100.0	0.04
26	6	2631	0.3705388307571411	100.0	100.0	0.04
26	7	2632	0.49179786443710327	100.0	100.0	0.04
26	8	2633	1.1139545440673828	93.75	100.0	0.04
26	9	2634	0.2835680842399597	100.0	100.0	0.04
26	10	2635	0.32343944907188416	100.0	100.0	0.04
26	11	2636	0.9582889080047607	93.75	100.0	0.04
26	12	2637	0.7600281834602356	100.0	100.0	0.04
26	13	2638	0.9716675281524658	100.0	100.0	0.04
26	14	2639	0.3137827217578888	100.0	100.0	0.04
26	15	2640	1.0280808210372925	93.75	100.0	0.04
26	16	2641	0.9069614410400391	93.75	100.0	0.04
26	17	2642	1.239312767982483	93.75	100.0	0.04
26	18	2643	0.9010686874389648	100.0	100.0	0.04
26	19	2644	0.9220702648162842	100.0	100.0	0.04
26	20	2645	0.6488958597183228	100.0	100.0	0.04
26	21	2646	0.7236014604568481	100.0	100.0	0.04
26	22	2647	0.8700863122940063	87.5	100.0	0.04
26	23	2648	0.5836551785469055	100.0	100.0	0.04
26	24	2649	0.6103221774101257	100.0	100.0	0.04
26	25	2650	1.0995781421661377	93.75	100.0	0.04
26	26	2651	0.7189773321151733	100.0	100.0	0.04
26	27	2652	0.541982114315033	100.0	100.0	0.04
26	28	2653	0.6491654515266418	100.0	100.0	0.04
26	29	2654	0.6406478881835938	100.0	100.0	0.04
26	30	2655	1.5564144849777222	87.5	100.0	0.04
26	31	2656	0.41170769929885864	100.0	100.0	0.04
26	32	2657	0.6599408388137817	100.0	100.0	0.04
26	33	2658	0.7728563547134399	100.0	100.0	0.04
26	34	2659	1.0916905403137207	100.0	100.0	0.04
26	35	2660	0.48905500769615173	100.0	100.0	0.04
26	36	2661	1.985407829284668	93.75	100.0	0.04
26	37	2662	0.8190068602561951	100.0	100.0	0.04
26	38	2663	0.6213638782501221	100.0	100.0	0.04
26	39	2664	1.0665267705917358	100.0	100.0	0.04
26	40	2665	1.8029145002365112	93.75	100.0	0.04
26	41	2666	0.868620753288269	93.75	100.0	0.04
26	42	2667	0.7601631879806519	100.0	100.0	0.04
26	43	2668	1.084729790687561	93.75	100.0	0.04
26	44	2669	1.1013160943984985	87.5	100.0	0.04
26	45	2670	0.8863292336463928	100.0	100.0	0.04
26	46	2671	1.4036840200424194	93.75	100.0	0.04
26	47	2672	1.1020549535751343	100.0	100.0	0.04
26	48	2673	1.3300552368164062	100.0	100.0	0.04
26	49	2674	1.1386009454727173	100.0	100.0	0.04
26	50	2675	0.817962646484375	93.75	100.0	0.04
26	51	2676	1.0761945247650146	93.75	100.0	0.04
26	52	2677	0.5891737937927246	100.0	100.0	0.04
26	53	2678	1.579842209815979	93.75	100.0	0.04
26	54	2679	0.7231473326683044	100.0	100.0	0.04
26	55	2680	0.4246075749397278	100.0	100.0	0.04
26	56	2681	0.49904370307922363	100.0	100.0	0.04
26	57	2682	0.43316736817359924	100.0	100.0	0.04
26	58	2683	0.32035884261131287	100.0	100.0	0.04
26	59	2684	0.6498366594314575	100.0	100.0	0.04
26	60	2685	0.4336768388748169	100.0	100.0	0.04
26	61	2686	0.666808009147644	100.0	100.0	0.04
26	62	2687	1.5022553205490112	100.0	100.0	0.04
26	63	2688	0.7533996105194092	100.0	100.0	0.04
26	64	2689	0.6221820116043091	100.0	100.0	0.04
26	65	2690	0.8060112595558167	100.0	100.0	0.04
26	66	2691	1.0083889961242676	100.0	100.0	0.04
26	67	2692	0.5403700470924377	100.0	100.0	0.04
26	68	2693	1.015364408493042	93.75	100.0	0.04
26	69	2694	1.009822130203247	93.75	100.0	0.04
26	70	2695	0.8016452193260193	100.0	100.0	0.04
26	71	2696	1.3444042205810547	87.5	100.0	0.04
26	72	2697	0.7795091867446899	100.0	100.0	0.04
26	73	2698	0.26080530881881714	100.0	100.0	0.04
26	74	2699	0.6814571022987366	100.0	100.0	0.04
26	75	2700	0.4513790011405945	100.0	100.0	0.04
26	76	2701	0.4514293670654297	100.0	100.0	0.04
26	77	2702	0.7861148715019226	93.75	100.0	0.04
26	78	2703	0.8558600544929504	100.0	100.0	0.04
26	79	2704	0.6446617841720581	93.75	100.0	0.04
26	80	2705	0.5245349407196045	100.0	100.0	0.04
26	81	2706	0.24091504514217377	100.0	100.0	0.04
26	82	2707	1.3848031759262085	87.5	100.0	0.04
26	83	2708	0.4930187463760376	100.0	100.0	0.04
26	84	2709	0.6640573740005493	100.0	100.0	0.04
26	85	2710	0.7728161811828613	100.0	100.0	0.04
26	86	2711	0.5536736249923706	100.0	100.0	0.04
26	87	2712	0.49491241574287415	100.0	100.0	0.04
26	88	2713	0.3900665044784546	100.0	100.0	0.04
26	89	2714	0.5560924410820007	100.0	100.0	0.04
26	90	2715	0.5787367224693298	100.0	100.0	0.04
26	91	2716	0.7512763738632202	100.0	100.0	0.04
26	92	2717	0.5279632806777954	93.75	100.0	0.04
26	93	2718	1.4707878828048706	100.0	100.0	0.04
26	94	2719	1.1153950691223145	81.25	100.0	0.04
26	95	2720	0.8185491561889648	93.75	100.0	0.04
26	96	2721	0.3827112317085266	100.0	100.0	0.04
26	97	2722	0.43928995728492737	100.0	100.0	0.04
26	98	2723	0.9169974327087402	100.0	100.0	0.04
26	99	2724	0.3098459243774414	100.0	100.0	0.04
26	100	2725	0.6483199596405029	100.0	100.0	0.04
26	101	2726	1.0362142324447632	100.0	100.0	0.04
26	102	2727	0.6836408376693726	100.0	100.0	0.04
26	103	2728	1.0469774007797241	93.75	100.0	0.04
26	104	2729	0.9580093622207642	87.5	100.0	0.04
26	105	2730	0.387379914522171	100.0	100.0	0.04
27	1	2731	0.6492307186126709	100.0	100.0	0.04
27	2	2732	0.6701664924621582	100.0	100.0	0.04
27	3	2733	0.44164419174194336	100.0	100.0	0.04
27	4	2734	1.1068429946899414	93.75	100.0	0.04
27	5	2735	1.4544163942337036	93.75	100.0	0.04
27	6	2736	0.6346254348754883	100.0	100.0	0.04
27	7	2737	0.6024363040924072	100.0	100.0	0.04
27	8	2738	0.5426397323608398	93.75	100.0	0.04
27	9	2739	0.8751828074455261	93.75	100.0	0.04
27	10	2740	0.577247142791748	100.0	100.0	0.04
27	11	2741	0.3159240484237671	100.0	100.0	0.04
27	12	2742	0.9146079421043396	100.0	100.0	0.04
27	13	2743	0.7591561675071716	100.0	100.0	0.04
27	14	2744	0.8440161943435669	93.75	100.0	0.04
27	15	2745	2.200666904449463	87.5	100.0	0.04
27	16	2746	0.8063215613365173	93.75	100.0	0.04
27	17	2747	0.23635892570018768	100.0	100.0	0.04
27	18	2748	0.2989513874053955	100.0	100.0	0.04
27	19	2749	0.5167065858840942	100.0	100.0	0.04
27	20	2750	1.23411226272583	100.0	100.0	0.04
27	21	2751	0.5979689359664917	100.0	100.0	0.04
27	22	2752	0.4907238781452179	100.0	100.0	0.04
27	23	2753	0.42928028106689453	100.0	100.0	0.04
27	24	2754	0.8005418181419373	100.0	100.0	0.04
27	25	2755	0.6507102251052856	100.0	100.0	0.04
27	26	2756	0.576519250869751	100.0	100.0	0.04
27	27	2757	0.6412011981010437	100.0	100.0	0.04
27	28	2758	0.8828964233398438	93.75	100.0	0.04
27	29	2759	1.410186767578125	93.75	100.0	0.04
27	30	2760	0.9641891717910767	100.0	100.0	0.04
27	31	2761	0.2659206986427307	100.0	100.0	0.04
27	32	2762	1.2380924224853516	100.0	100.0	0.04
27	33	2763	0.6836938261985779	100.0	100.0	0.04
27	34	2764	0.5639421939849854	100.0	100.0	0.04
27	35	2765	0.8052308559417725	93.75	100.0	0.04
27	36	2766	0.6320364475250244	100.0	100.0	0.04
27	37	2767	0.34329330921173096	100.0	100.0	0.04
27	38	2768	0.32611018419265747	100.0	100.0	0.04
27	39	2769	0.3182642161846161	100.0	100.0	0.04
27	40	2770	0.9779103398323059	100.0	100.0	0.04
