epoch	batch	iter	loss	prec1	prec5	lr
2	1	106	4.969125747680664	50.0	100.0	0.04
2	2	107	3.429210901260376	62.5	100.0	0.04
2	3	108	3.937370538711548	56.25	100.0	0.04
2	4	109	3.3957204818725586	56.25	100.0	0.04
2	5	110	3.644489049911499	68.75	93.75	0.04
2	6	111	4.5901360511779785	62.5	93.75	0.04
2	7	112	3.976051092147827	68.75	93.75	0.04
2	8	113	3.999938726425171	62.5	93.75	0.04
2	9	114	3.6170003414154053	81.25	93.75	0.04
2	10	115	3.9372239112854004	68.75	100.0	0.04
2	11	116	3.197201728820801	81.25	100.0	0.04
2	12	117	4.4589385986328125	68.75	93.75	0.04
2	13	118	2.958815813064575	87.5	93.75	0.04
2	14	119	4.107059478759766	56.25	93.75	0.04
2	15	120	3.876189947128296	75.0	93.75	0.04
2	16	121	3.575137138366699	75.0	100.0	0.04
2	17	122	3.4359865188598633	68.75	100.0	0.04
2	18	123	4.307380199432373	62.5	100.0	0.04
2	19	124	4.1783294677734375	56.25	100.0	0.04
2	20	125	4.067320823669434	62.5	100.0	0.04
2	21	126	4.0515923500061035	56.25	100.0	0.04
2	22	127	4.751729488372803	50.0	100.0	0.04
2	23	128	3.530278205871582	75.0	100.0	0.04
2	24	129	2.9312562942504883	93.75	100.0	0.04
2	25	130	5.200750350952148	43.75	93.75	0.04
2	26	131	2.546377658843994	81.25	100.0	0.04
2	27	132	3.6013293266296387	81.25	100.0	0.04
2	28	133	3.520305633544922	62.5	93.75	0.04
2	29	134	3.8636178970336914	62.5	93.75	0.04
2	30	135	3.5899441242218018	75.0	100.0	0.04
2	31	136	3.7508676052093506	56.25	93.75	0.04
2	32	137	3.7218191623687744	68.75	100.0	0.04
2	33	138	3.5446412563323975	62.5	93.75	0.04
2	34	139	3.9774281978607178	62.5	100.0	0.04
2	35	140	2.846785545349121	87.5	100.0	0.04
2	36	141	3.488978385925293	68.75	100.0	0.04
2	37	142	3.031538724899292	81.25	100.0	0.04
2	38	143	2.899125337600708	87.5	100.0	0.04
2	39	144	2.8179147243499756	87.5	100.0	0.04
2	40	145	3.018515110015869	87.5	100.0	0.04
2	41	146	3.3888580799102783	62.5	100.0	0.04
2	42	147	3.396538257598877	68.75	100.0	0.04
2	43	148	2.7792751789093018	87.5	100.0	0.04
2	44	149	5.213936805725098	43.75	100.0	0.04
2	45	150	4.046337604522705	68.75	100.0	0.04
2	46	151	2.7283408641815186	87.5	100.0	0.04
2	47	152	3.834754228591919	75.0	100.0	0.04
2	48	153	2.9824471473693848	81.25	100.0	0.04
2	49	154	2.693866491317749	93.75	100.0	0.04
2	50	155	2.8856558799743652	81.25	100.0	0.04
2	51	156	4.726858139038086	37.5	93.75	0.04
2	52	157	2.563706398010254	93.75	100.0	0.04
2	53	158	2.9654839038848877	68.75	100.0	0.04
2	54	159	3.1926393508911133	81.25	100.0	0.04
2	55	160	2.8611185550689697	81.25	100.0	0.04
2	56	161	3.4800264835357666	62.5	100.0	0.04
2	57	162	2.7220728397369385	93.75	100.0	0.04
2	58	163	2.6018025875091553	87.5	100.0	0.04
2	59	164	3.5864245891571045	56.25	100.0	0.04
2	60	165	2.9830150604248047	75.0	100.0	0.04
2	61	166	3.2280588150024414	56.25	100.0	0.04
2	62	167	3.111454725265503	68.75	100.0	0.04
2	63	168	3.8120360374450684	75.0	100.0	0.04
2	64	169	2.99442720413208	87.5	100.0	0.04
2	65	170	3.4099128246307373	81.25	93.75	0.04
2	66	171	3.0940394401550293	81.25	100.0	0.04
2	67	172	3.3844218254089355	68.75	100.0	0.04
2	68	173	2.150096893310547	100.0	100.0	0.04
2	69	174	3.3513762950897217	75.0	100.0	0.04
2	70	175	3.161179542541504	75.0	100.0	0.04
2	71	176	3.1424896717071533	81.25	100.0	0.04
2	72	177	3.2065513134002686	68.75	100.0	0.04
2	73	178	2.7657828330993652	75.0	100.0	0.04
2	74	179	3.5386240482330322	75.0	100.0	0.04
2	75	180	3.1681149005889893	75.0	100.0	0.04
2	76	181	3.153920888900757	81.25	100.0	0.04
2	77	182	4.139257431030273	56.25	93.75	0.04
2	78	183	3.7077219486236572	62.5	100.0	0.04
2	79	184	3.065054178237915	81.25	100.0	0.04
2	80	185	3.4555671215057373	75.0	100.0	0.04
2	81	186	2.855703830718994	81.25	100.0	0.04
2	82	187	3.328975200653076	56.25	93.75	0.04
2	83	188	3.5939571857452393	75.0	100.0	0.04
2	84	189	3.0942187309265137	81.25	100.0	0.04
2	85	190	2.9900076389312744	75.0	100.0	0.04
2	86	191	3.530791997909546	62.5	100.0	0.04
2	87	192	2.0566306114196777	93.75	100.0	0.04
2	88	193	3.67787766456604	68.75	100.0	0.04
2	89	194	4.315784454345703	56.25	100.0	0.04
2	90	195	3.065014123916626	81.25	100.0	0.04
2	91	196	2.4080312252044678	100.0	100.0	0.04
2	92	197	3.536153793334961	81.25	93.75	0.04
2	93	198	3.2528905868530273	75.0	100.0	0.04
2	94	199	4.371333599090576	50.0	100.0	0.04
2	95	200	3.952544689178467	68.75	100.0	0.04
2	96	201	2.8415932655334473	81.25	100.0	0.04
2	97	202	4.388998031616211	62.5	100.0	0.04
2	98	203	2.3489644527435303	87.5	100.0	0.04
2	99	204	2.9953832626342773	68.75	100.0	0.04
2	100	205	3.523376941680908	62.5	100.0	0.04
2	101	206	4.116266250610352	50.0	100.0	0.04
2	102	207	3.67022705078125	75.0	93.75	0.04
2	103	208	3.423407793045044	68.75	100.0	0.04
2	104	209	4.888038158416748	56.25	93.75	0.04
2	105	210	3.468278408050537	81.25	100.0	0.04
3	1	211	2.502035140991211	87.5	100.0	0.04
3	2	212	3.4585330486297607	62.5	100.0	0.04
3	3	213	2.8363547325134277	81.25	100.0	0.04
3	4	214	3.240581750869751	75.0	100.0	0.04
3	5	215	3.346294641494751	75.0	100.0	0.04
3	6	216	3.0371010303497314	81.25	100.0	0.04
3	7	217	2.776995897293091	87.5	100.0	0.04
3	8	218	5.82318639755249	25.0	93.75	0.04
3	9	219	5.359409809112549	50.0	100.0	0.04
3	10	220	4.266136646270752	62.5	87.5	0.04
3	11	221	3.3070998191833496	75.0	100.0	0.04
3	12	222	3.1046924591064453	81.25	100.0	0.04
3	13	223	2.7781155109405518	87.5	100.0	0.04
3	14	224	3.219053268432617	81.25	100.0	0.04
3	15	225	3.5189638137817383	68.75	100.0	0.04
3	16	226	3.351107358932495	81.25	93.75	0.04
3	17	227	3.46582293510437	81.25	100.0	0.04
3	18	228	2.542325258255005	81.25	100.0	0.04
3	19	229	3.9887943267822266	62.5	100.0	0.04
3	20	230	3.2277982234954834	68.75	100.0	0.04
3	21	231	2.5414371490478516	87.5	100.0	0.04
3	22	232	3.7671899795532227	68.75	93.75	0.04
3	23	233	2.825134754180908	75.0	100.0	0.04
3	24	234	3.7514917850494385	81.25	87.5	0.04
3	25	235	3.2269866466522217	81.25	100.0	0.04
3	26	236	3.0687203407287598	81.25	100.0	0.04
3	27	237	2.5774765014648438	93.75	100.0	0.04
3	28	238	3.714585542678833	62.5	93.75	0.04
3	29	239	2.6575441360473633	81.25	100.0	0.04
3	30	240	3.1527819633483887	81.25	100.0	0.04
3	31	241	4.933948993682861	56.25	100.0	0.04
3	32	242	3.2184884548187256	56.25	100.0	0.04
3	33	243	3.839811086654663	68.75	100.0	0.04
3	34	244	2.561643600463867	93.75	100.0	0.04
3	35	245	3.1707606315612793	81.25	93.75	0.04
3	36	246	2.887016773223877	75.0	100.0	0.04
3	37	247	3.334408760070801	56.25	100.0	0.04
3	38	248	4.035343170166016	68.75	93.75	0.04
3	39	249	2.5112972259521484	81.25	93.75	0.04
3	40	250	2.2554073333740234	87.5	100.0	0.04
3	41	251	2.7451813220977783	68.75	100.0	0.04
3	42	252	2.0082054138183594	81.25	100.0	0.04
3	43	253	2.4851627349853516	81.25	100.0	0.04
3	44	254	3.568031072616577	62.5	100.0	0.04
3	45	255	3.838428497314453	68.75	93.75	0.04
3	46	256	2.800788640975952	81.25	100.0	0.04
3	47	257	2.971597194671631	75.0	100.0	0.04
3	48	258	4.564218521118164	56.25	100.0	0.04
3	49	259	3.9204843044281006	56.25	100.0	0.04
3	50	260	1.787353277206421	93.75	100.0	0.04
3	51	261	2.2532968521118164	100.0	100.0	0.04
3	52	262	3.270132303237915	75.0	100.0	0.04
3	53	263	2.643941640853882	87.5	100.0	0.04
3	54	264	2.6619458198547363	81.25	100.0	0.04
3	55	265	2.9811196327209473	81.25	100.0	0.04
3	56	266	4.082211971282959	62.5	93.75	0.04
3	57	267	3.1424598693847656	68.75	100.0	0.04
3	58	268	2.7666187286376953	81.25	100.0	0.04
3	59	269	3.904722213745117	56.25	100.0	0.04
3	60	270	2.6243319511413574	81.25	100.0	0.04
3	61	271	2.432666063308716	75.0	100.0	0.04
3	62	272	2.8994288444519043	87.5	100.0	0.04
3	63	273	2.3105270862579346	81.25	100.0	0.04
3	64	274	2.1281564235687256	87.5	93.75	0.04
3	65	275	3.9997317790985107	62.5	100.0	0.04
3	66	276	3.1442313194274902	75.0	100.0	0.04
3	67	277	4.266453266143799	56.25	93.75	0.04
3	68	278	3.1810271739959717	81.25	100.0	0.04
3	69	279	3.32358455657959	81.25	100.0	0.04
3	70	280	2.2032277584075928	87.5	100.0	0.04
3	71	281	2.4066898822784424	93.75	100.0	0.04
3	72	282	2.27815842628479	75.0	100.0	0.04
3	73	283	4.113709449768066	68.75	100.0	0.04
3	74	284	3.4316508769989014	81.25	93.75	0.04
3	75	285	3.8496899604797363	50.0	100.0	0.04
3	76	286	2.2615444660186768	81.25	100.0	0.04
3	77	287	2.9695749282836914	75.0	100.0	0.04
3	78	288	3.0166471004486084	81.25	93.75	0.04
3	79	289	2.9331769943237305	68.75	100.0	0.04
3	80	290	2.7060985565185547	93.75	100.0	0.04
3	81	291	2.5561771392822266	81.25	100.0	0.04
3	82	292	3.3993213176727295	68.75	100.0	0.04
3	83	293	2.638187885284424	75.0	100.0	0.04
3	84	294	2.5457029342651367	81.25	100.0	0.04
3	85	295	3.095332145690918	75.0	100.0	0.04
3	86	296	3.566894769668579	75.0	100.0	0.04
3	87	297	3.14526629447937	75.0	100.0	0.04
3	88	298	2.8656506538391113	75.0	100.0	0.04
3	89	299	2.5473365783691406	87.5	100.0	0.04
3	90	300	3.3473873138427734	81.25	100.0	0.04
3	91	301	2.370593547821045	87.5	100.0	0.04
3	92	302	3.481898307800293	62.5	93.75	0.04
3	93	303	3.6078197956085205	68.75	100.0	0.04
3	94	304	2.8667938709259033	75.0	100.0	0.04
3	95	305	4.0597243309021	68.75	100.0	0.04
3	96	306	4.538987636566162	62.5	100.0	0.04
3	97	307	3.2061359882354736	75.0	93.75	0.04
3	98	308	3.1283748149871826	81.25	100.0	0.04
3	99	309	3.990206480026245	62.5	93.75	0.04
3	100	310	2.540309429168701	93.75	100.0	0.04
3	101	311	3.3368616104125977	56.25	100.0	0.04
3	102	312	3.2250735759735107	62.5	100.0	0.04
3	103	313	2.9606893062591553	87.5	100.0	0.04
3	104	314	3.468841314315796	56.25	100.0	0.04
3	105	315	2.2052559852600098	87.5	100.0	0.04
4	1	316	2.680133819580078	75.0	100.0	0.04
4	2	317	3.11574125289917	81.25	100.0	0.04
4	3	318	2.5393083095550537	81.25	100.0	0.04
4	4	319	2.1867103576660156	87.5	100.0	0.04
4	5	320	2.361663579940796	87.5	100.0	0.04
4	6	321	2.445134401321411	93.75	100.0	0.04
4	7	322	3.106600761413574	68.75	93.75	0.04
4	8	323	1.9279539585113525	87.5	100.0	0.04
4	9	324	2.339444637298584	87.5	100.0	0.04
4	10	325	1.9689301252365112	100.0	100.0	0.04
4	11	326	2.2434089183807373	81.25	100.0	0.04
4	12	327	2.418734312057495	75.0	100.0	0.04
4	13	328	2.9808216094970703	75.0	100.0	0.04
4	14	329	2.7403006553649902	68.75	100.0	0.04
4	15	330	2.2047276496887207	93.75	100.0	0.04
4	16	331	2.983107566833496	81.25	100.0	0.04
4	17	332	2.1204965114593506	87.5	100.0	0.04
4	18	333	3.2462515830993652	81.25	100.0	0.04
4	19	334	2.639954090118408	81.25	100.0	0.04
4	20	335	2.4122626781463623	100.0	100.0	0.04
4	21	336	2.6131539344787598	81.25	100.0	0.04
4	22	337	2.7403066158294678	87.5	100.0	0.04
4	23	338	2.6855618953704834	87.5	100.0	0.04
4	24	339	3.1171963214874268	81.25	100.0	0.04
4	25	340	2.105043649673462	87.5	100.0	0.04
4	26	341	2.8933064937591553	81.25	100.0	0.04
4	27	342	1.824396014213562	87.5	100.0	0.04
4	28	343	2.9463181495666504	81.25	100.0	0.04
4	29	344	1.968870997428894	87.5	100.0	0.04
4	30	345	2.529320001602173	87.5	100.0	0.04
4	31	346	2.5325982570648193	87.5	100.0	0.04
4	32	347	2.370854139328003	93.75	100.0	0.04
4	33	348	3.9123005867004395	68.75	100.0	0.04
4	34	349	2.876485586166382	81.25	93.75	0.04
4	35	350	3.801513671875	62.5	100.0	0.04
4	36	351	1.8936314582824707	93.75	100.0	0.04
4	37	352	2.9293346405029297	81.25	100.0	0.04
4	38	353	3.376925468444824	81.25	100.0	0.04
4	39	354	4.184701919555664	68.75	93.75	0.04
4	40	355	2.91684627532959	87.5	100.0	0.04
4	41	356	2.8061773777008057	81.25	93.75	0.04
4	42	357	3.1907107830047607	62.5	100.0	0.04
4	43	358	2.481520414352417	87.5	100.0	0.04
4	44	359	2.7581937313079834	87.5	100.0	0.04
4	45	360	3.1198160648345947	56.25	100.0	0.04
4	46	361	1.897983193397522	93.75	100.0	0.04
4	47	362	3.603658676147461	68.75	100.0	0.04
4	48	363	2.7335777282714844	81.25	100.0	0.04
4	49	364	5.917541027069092	56.25	100.0	0.04
4	50	365	3.5158636569976807	75.0	100.0	0.04
4	51	366	2.3113744258880615	93.75	100.0	0.04
4	52	367	3.3049960136413574	68.75	100.0	0.04
4	53	368	1.897242546081543	87.5	100.0	0.04
4	54	369	2.7283623218536377	75.0	100.0	0.04
4	55	370	2.779817581176758	81.25	100.0	0.04
4	56	371	1.8738099336624146	87.5	100.0	0.04
4	57	372	2.5333328247070312	93.75	100.0	0.04
4	58	373	2.469158411026001	93.75	100.0	0.04
4	59	374	1.7317239046096802	93.75	100.0	0.04
4	60	375	3.175530433654785	68.75	100.0	0.04
4	61	376	3.2234110832214355	68.75	100.0	0.04
4	62	377	2.187263011932373	75.0	100.0	0.04
4	63	378	1.7001689672470093	93.75	100.0	0.04
4	64	379	2.654888868331909	81.25	100.0	0.04
4	65	380	3.2835447788238525	75.0	100.0	0.04
4	66	381	2.426814556121826	93.75	100.0	0.04
4	67	382	2.0907058715820312	93.75	100.0	0.04
4	68	383	3.3607404232025146	75.0	100.0	0.04
4	69	384	3.687062978744507	62.5	100.0	0.04
4	70	385	2.3639607429504395	100.0	100.0	0.04
4	71	386	3.257305145263672	68.75	100.0	0.04
4	72	387	2.6119487285614014	68.75	100.0	0.04
4	73	388	2.994744062423706	81.25	100.0	0.04
4	74	389	2.2202751636505127	75.0	100.0	0.04
4	75	390	2.8690309524536133	81.25	100.0	0.04
4	76	391	3.9563872814178467	75.0	93.75	0.04
4	77	392	2.9708292484283447	68.75	100.0	0.04
4	78	393	2.8295788764953613	93.75	100.0	0.04
4	79	394	2.745356321334839	75.0	100.0	0.04
4	80	395	2.9543402194976807	75.0	100.0	0.04
4	81	396	1.6835386753082275	100.0	100.0	0.04
4	82	397	2.540135383605957	87.5	100.0	0.04
4	83	398	2.1794016361236572	81.25	100.0	0.04
4	84	399	1.9239050149917603	93.75	100.0	0.04
4	85	400	2.8175339698791504	81.25	100.0	0.04
4	86	401	2.4012677669525146	93.75	100.0	0.04
4	87	402	2.905730962753296	75.0	100.0	0.04
4	88	403	1.9408284425735474	87.5	100.0	0.04
4	89	404	2.880679130554199	87.5	100.0	0.04
4	90	405	1.9654003381729126	75.0	100.0	0.04
4	91	406	2.1656851768493652	93.75	100.0	0.04
4	92	407	2.207228899002075	87.5	100.0	0.04
4	93	408	2.353754997253418	87.5	100.0	0.04
4	94	409	3.0598433017730713	87.5	100.0	0.04
4	95	410	2.695354700088501	81.25	100.0	0.04
4	96	411	2.6277356147766113	81.25	100.0	0.04
4	97	412	3.3073489665985107	62.5	100.0	0.04
4	98	413	3.3435349464416504	68.75	100.0	0.04
4	99	414	2.6112325191497803	75.0	100.0	0.04
4	100	415	3.0778234004974365	81.25	100.0	0.04
4	101	416	2.1652863025665283	87.5	100.0	0.04
4	102	417	2.862995147705078	87.5	100.0	0.04
4	103	418	2.9767632484436035	68.75	100.0	0.04
4	104	419	2.6335525512695312	81.25	100.0	0.04
4	105	420	3.769031524658203	75.0	100.0	0.04
5	1	421	1.895543098449707	93.75	100.0	0.04
5	2	422	1.6536985635757446	100.0	100.0	0.04
5	3	423	4.526388645172119	50.0	100.0	0.04
5	4	424	2.491901159286499	75.0	100.0	0.04
5	5	425	3.258120536804199	68.75	100.0	0.04
5	6	426	3.124687910079956	75.0	100.0	0.04
5	7	427	3.498845100402832	75.0	100.0	0.04
5	8	428	2.1230216026306152	87.5	100.0	0.04
5	9	429	2.1827516555786133	81.25	100.0	0.04
5	10	430	3.730468511581421	62.5	100.0	0.04
5	11	431	2.2993838787078857	87.5	100.0	0.04
5	12	432	2.0592763423919678	87.5	100.0	0.04
5	13	433	3.5026745796203613	87.5	100.0	0.04
5	14	434	3.144780397415161	68.75	100.0	0.04
5	15	435	2.3620128631591797	81.25	100.0	0.04
5	16	436	3.134249687194824	75.0	100.0	0.04
5	17	437	1.8315438032150269	93.75	100.0	0.04
5	18	438	3.2129645347595215	68.75	100.0	0.04
5	19	439	2.1424102783203125	81.25	100.0	0.04
5	20	440	2.4490225315093994	81.25	100.0	0.04
5	21	441	3.349658250808716	75.0	100.0	0.04
5	22	442	2.2760698795318604	87.5	100.0	0.04
5	23	443	2.5113587379455566	81.25	100.0	0.04
5	24	444	3.597733974456787	62.5	93.75	0.04
5	25	445	3.3306326866149902	68.75	100.0	0.04
5	26	446	2.8079285621643066	68.75	100.0	0.04
5	27	447	2.5384762287139893	75.0	100.0	0.04
5	28	448	2.788736343383789	75.0	100.0	0.04
5	29	449	2.2326977252960205	87.5	100.0	0.04
5	30	450	3.4439544677734375	75.0	100.0	0.04
5	31	451	2.6342296600341797	81.25	100.0	0.04
5	32	452	2.1820740699768066	87.5	100.0	0.04
5	33	453	2.3418049812316895	87.5	100.0	0.04
5	34	454	2.545987844467163	93.75	100.0	0.04
5	35	455	2.5441858768463135	93.75	100.0	0.04
5	36	456	3.143066167831421	81.25	100.0	0.04
5	37	457	2.1579086780548096	93.75	100.0	0.04
5	38	458	1.5876832008361816	93.75	100.0	0.04
5	39	459	2.0131306648254395	93.75	100.0	0.04
5	40	460	4.102280139923096	68.75	100.0	0.04
5	41	461	2.6112444400787354	81.25	100.0	0.04
5	42	462	1.1772217750549316	93.75	100.0	0.04
5	43	463	3.4617598056793213	75.0	87.5	0.04
5	44	464	2.606257200241089	75.0	100.0	0.04
5	45	465	2.005568504333496	93.75	100.0	0.04
5	46	466	1.902201533317566	93.75	100.0	0.04
5	47	467	1.999505639076233	93.75	100.0	0.04
5	48	468	2.8071393966674805	75.0	100.0	0.04
5	49	469	2.620945930480957	75.0	100.0	0.04
5	50	470	1.9415473937988281	87.5	100.0	0.04
5	51	471	3.9261412620544434	68.75	100.0	0.04
5	52	472	3.884634494781494	62.5	100.0	0.04
5	53	473	2.1243531703948975	75.0	100.0	0.04
5	54	474	2.866792678833008	87.5	93.75	0.04
5	55	475	2.3627264499664307	75.0	100.0	0.04
5	56	476	3.9369993209838867	50.0	100.0	0.04
5	57	477	2.6373939514160156	87.5	100.0	0.04
5	58	478	3.9722886085510254	75.0	100.0	0.04
5	59	479	1.9930665493011475	87.5	100.0	0.04
5	60	480	2.7299647331237793	87.5	100.0	0.04
5	61	481	2.685568332672119	93.75	100.0	0.04
5	62	482	2.981924295425415	62.5	100.0	0.04
5	63	483	3.0239782333374023	75.0	100.0	0.04
5	64	484	2.346219539642334	75.0	100.0	0.04
5	65	485	2.795400619506836	75.0	100.0	0.04
5	66	486	2.036863088607788	87.5	100.0	0.04
5	67	487	1.6513543128967285	100.0	100.0	0.04
5	68	488	2.83774471282959	87.5	100.0	0.04
5	69	489	2.3168437480926514	87.5	100.0	0.04
5	70	490	3.10302734375	68.75	100.0	0.04
5	71	491	2.3602662086486816	81.25	100.0	0.04
5	72	492	1.9100011587142944	93.75	100.0	0.04
5	73	493	2.969162940979004	81.25	100.0	0.04
5	74	494	2.5692601203918457	81.25	100.0	0.04
5	75	495	2.435530424118042	81.25	100.0	0.04
5	76	496	3.5148513317108154	68.75	100.0	0.04
5	77	497	2.2274413108825684	81.25	100.0	0.04
5	78	498	1.9788187742233276	87.5	100.0	0.04
5	79	499	2.940725564956665	81.25	100.0	0.04
5	80	500	2.774782419204712	87.5	100.0	0.04
5	81	501	1.8740415573120117	100.0	100.0	0.04
5	82	502	2.1063170433044434	87.5	100.0	0.04
5	83	503	3.009073257446289	81.25	100.0	0.04
5	84	504	2.8553335666656494	68.75	100.0	0.04
5	85	505	2.675335168838501	81.25	100.0	0.04
5	86	506	2.22035551071167	100.0	100.0	0.04
5	87	507	2.260371685028076	87.5	100.0	0.04
5	88	508	1.9397609233856201	93.75	100.0	0.04
5	89	509	2.150994062423706	87.5	100.0	0.04
5	90	510	2.5823514461517334	87.5	100.0	0.04
5	91	511	2.8102383613586426	81.25	100.0	0.04
5	92	512	2.044748544692993	87.5	100.0	0.04
5	93	513	1.853402018547058	100.0	100.0	0.04
5	94	514	1.7184878587722778	93.75	100.0	0.04
5	95	515	2.067589521408081	81.25	100.0	0.04
5	96	516	2.279212236404419	75.0	100.0	0.04
5	97	517	2.3242433071136475	93.75	100.0	0.04
5	98	518	2.805182695388794	81.25	100.0	0.04
5	99	519	3.1388707160949707	75.0	100.0	0.04
5	100	520	2.6164190769195557	93.75	100.0	0.04
5	101	521	1.687438726425171	93.75	100.0	0.04
5	102	522	2.5853216648101807	75.0	100.0	0.04
5	103	523	2.6681618690490723	93.75	100.0	0.04
5	104	524	3.130903959274292	68.75	100.0	0.04
5	105	525	2.59968900680542	75.0	100.0	0.04
6	1	526	2.8220834732055664	87.5	100.0	0.04
